Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,Status,Deemed Assets,Deemed Liability,Number of Wells,,,Area Name,Deemed Assets,Deemed Liability,,,,,,,,,
Well,Central,0308491,100/08-20-036-25W4/02,Suspended Gas,Basal Belly River,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0396333,102/06-34-043-27W4/02,Suspended Gas,Mannville,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0119445,100/08-11-041-28W4/00,Suspended Gas,Belly River,Just Freehold,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0123905,100/13-20-043-25W4/00,Suspended Gas,Viking,CNRL,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0144162,100/07-12-045-24W4/00,Suspended Gas,Glauconitic,CNRL,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0145303,100/12-17-031-25W4/00,Suspended Gas,Viking,Long Run,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0216865,100/16-14-037-23W4/00,Suspended Gas,Ellerslie,Vermilion,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0216865,100/16-14-037-23W4/02,Suspended Gas,Glauconitic,Vermilion,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0262583,102/14-16-039-28W4/00,Suspended Gas,Edmonton,HWN,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0484691,100/13-27-039-28W4/00,Suspended Gas,Mannville,Cenovus,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0112577,100/10-08-043-25W4/02,Suspended Gas,Belly River,CNRL,0.0141,-,-,-,0,0,x,0,,,,
Well,Central,0102005,100/16-18-043-25W4/00,Suspended Gas,Viking,CNRL,0.019607,-,-,x,0,0,x,0,,,,
Well,Central,0133483,100/13-29-043-25W4/00,Suspended Gas,Viking,CNRL,0.027000000000000003,-,-,x,0,0,x,0,,,,
Well,Central,0271090,100/01-17-041-25W4/02,Suspended Gas,Ostracod,CNRL,0.05,-,-,x,0,0,x,0,,,,
Well,Central,0095608,100/08-24-042-26W4/03,Suspended Gas,Belly River,AlphaBow,0.0691158,-,-,-,0,0,x,0,,,,
Well,Central,0036290,100/07-22-037-23W4/00,Suspended Gas,Viking,Sun Century,0.078673541,DELBURNE GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0036290,100/07-22-037-23W4/02,Suspended Gas,Edmonton,Sun Century,0.078673541,-,-,-,0,0,x,0,,,,
Well,Central,0167981,100/06-16-037-24W4/00,Suspended Gas,Ellerslie,Sun Century,0.078673541,-,-,x,0,0,x,0,,,,
Well,Central,0167981,100/06-16-037-24W4/02,Suspended Gas,Glauconitic,Sun Century,0.078673541,DELBURNE GAS UNIT,-,-,0,0,x,0,,,,
Well,Central,0176323,100/06-15-037-23W4/00,Suspended Gas,Ellerslie,Sun Century,0.078673541,-,-,x,0,0,x,0,,,,
Well,Central,0298683,100/02-10-037-23W4/02,Suspended Gas,Ellerslie,Sun Century,0.078673541,-,-,-,0,0,x,0,,,,
Well,Central,0319617,100/04-31-036-22W4/00,Suspended Gas,Viking,Sun Century,0.078673541,DELBURNE GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0091186,100/11-32-038-20W4/00,Suspended Gas,Glauconitic,Ember,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0181338,100/06-17-042-28W4/00,Suspended Gas,Ellerslie,Glencoe,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0181630,100/16-32-035-23W4/00,Suspended Gas,Glauconitic,Trident,0.1,-,-,x,0,0,x,0,,,,
Well,Central,0119523,100/14-20-038-23W4/02,Suspended Gas,Glauconitic,CNRL,0.12480000000000001,-,-,-,0,0,x,0,,,,
Well,Central,0237955,100/04-27-043-26W4/00,Suspended Gas,Mannville,Loyal Energy,0.15,-,-,x,0,0,x,0,,,,
Well,Central,0336512,100/12-12-037-23W4/00,Suspended Gas,Foremost,Vermilion,0.22071000000000002,-,-,x,0,0,x,0,,,,
Well,Central,0077171,100/14-02-046-11W4/00,Suspended Gas,Sparky,Long Run,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0127394,100/14-09-037-22W4/00,Suspended Gas,Mannville,Vermilion,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0338677,100/11-20-033-20W4/00,Suspended Gas,Belly River,CNRL,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0378822,100/04-20-033-20W4/00,Suspended Gas,Horseshoe Canyon,CNRL,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0061395,100/06-23-041-25W4/02,Suspended Gas,"Glauconitic,Ellerslie",AlphaBow,0.3196875,-,-,-,0,0,x,0,,,,
Well,Central,0127504,100/06-27-039-28W4/00,Suspended Gas,Glauconitic,Cenovus,0.32812600000000003,-,-,x,0,0,x,0,,,,
Well,Central,0079660,102/12-34-040-25W4/02,Suspended Gas,"Glauconitic,Ellerslie",AlphaBow,0.385,-,-,-,0,0,x,0,,,,
Well,Central,0126318,100/06-34-040-25W4/02,Suspended Gas,Ellerslie,AlphaBow,0.385,-,-,-,0,0,x,0,,,,
Well,Central,0102382,100/08-22-044-28W4/02,Suspended Gas,Belly River,CNRL,0.3965865,FERRYBANK BELLY RIVER GAS UNIT,-,-,0,0,x,0,,,,
Well,Central,0147314,100/10-31-044-27W4/02,Suspended Gas,Belly River,CNRL,0.3965865,FERRYBANK BELLY RIVER GAS UNIT,-,-,0,0,x,0,,,,
Well,Central,0385172,100/07-18-045-27W4/00,Suspended Gas,Belly River,CNRL,0.3965865,FERRYBANK BELLY RIVER GAS UNIT,-,x,0,0,x,0,,,,
Well,Central,0069106,100/16-21-041-25W4/03,Suspended Gas,Ellerslie,AlphaBow,0.4007812,-,-,-,0,0,x,0,,,,
Well,Central,0244606,100/08-20-041-27W4/02,Suspended Gas,Ellerslie,Trident,0.4167,-,-,-,0,0,x,0,,,,
Well,Central,0380014,102/12-01-043-28W4/02,Suspended Gas,Glauconitic,AlphaBow,0.48145000000000004,-,-,-,0,0,x,0,,,,
Well,Central,0303155,103/06-26-036-25W4/02,Suspended Gas,Belly River,AlphaBow,0.49700000000000005,-,-,-,0,0,x,0,,,,
Well,Central,0124684,102/07-18-036-21W4/00,Suspended Gas,Basal Belly River,Bornite,0.5,-,-,x,0,0,x,0,,,,
Well,Central,0261053,102/09-18-036-21W4/00,Suspended Gas,Glauconitic,Bornite,0.5,-,-,x,0,0,x,0,,,,
Well,Central,0261053,102/09-18-036-21W4/02,Suspended Gas,"Belly River,Basal Belly River",Bornite,0.5,-,-,-,0,0,x,0,,,,
Well,Central,0066418,100/01-28-041-25W4/05,Suspended Gas,Mannville,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0126318,100/06-34-040-25W4/03,Suspended Gas,Wabamun,AlphaBow,0.55,-,-,-,0,0,x,0,,,,
Well,Central,0151814,102/16-04-042-22W4/02,Suspended Gas,Viking,AlphaBow,0.5625,-,-,-,0,0,x,0,,,,
Well,Central,0102020,100/08-13-042-26W4/02,Suspended Gas,Edmonton,AlphaBow,0.95,-,-,-,0,0,x,0,,,,
Well,Central,0153452,100/07-04-036-23W4/02,Suspended Gas,Viking,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0184807,100/01-01-037-25W4/02,Suspended Gas,"Glauconitic,Ellerslie",AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0357693,100/04-18-036-25W4/02,Suspended Gas,Belly River,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0144162,100/07-12-045-24W4/02,Suspended Injector,Glauconitic,CNRL,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0440331,100/01-13-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,8153607.1,228539,x,228539,,,,
Well,Central,0116499,100/12-05-042-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,216121,x,216121,,,,
Well,Central,0122447,100/07-25-039-27W4/00,Suspended Oil,Nisku,AlphaBow,0.9893170000000001,-,x,-,0,151643,x,151643,,,,
Well,Central,0117131,100/09-24-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5,-,x,-,0,253064,x,253064,,,,
Well,Central,0059793,100/10-10-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,97881,x,97881,,,,
Well,Central,0113269,100/16-24-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,2904262.06,97881,x,97881,,,,
Well,Central,0157545,100/03-04-036-23W4/00,Suspended Oil,Ostracod,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0177414,100/12-35-036-25W4/00,Suspended Oil,Viking,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0298336,100/08-04-043-28W4/00,Suspended Oil,Ellerslie,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0315218,100/05-03-043-28W4/00,Suspended Oil,Ellerslie,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0364543,100/15-28-038-23W4/00,Suspended Oil,Glauconitic,AlphaBow,1,-,x,-,27274.29,83755,x,83755,,,,
Well,Central,0384305,100/15-04-043-28W4/00,Suspended Oil,Ellerslie,AlphaBow,1,-,x,-,0,83755,x,83755,,,,
Well,Central,0102126,100/06-01-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 2,x,-,0,83755,x,83755,,,,
Well,Central,0103427,100/14-32-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,83755,x,83755,,,,
Well,Central,0104059,100/16-32-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,83755,x,83755,,,,
Well,Central,0104195,100/08-22-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 4,x,-,0,83755,x,83755,,,,
Well,Central,0104351,100/06-19-042-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,83755,x,83755,,,,
Well,Central,0105532,100/06-33-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,83755,x,83755,,,,
Well,Central,0105800,100/16-26-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,0,83755,x,83755,,,,
Well,Central,0105801,100/16-34-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 2,x,-,0,83755,x,83755,,,,
Well,Central,0110904,100/06-11-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 2,x,-,0,83755,x,83755,,,,
Well,Central,0114288,100/12-25-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,0,83755,x,83755,,,,
Well,Central,0116158,100/06-26-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,49606.08,83755,x,83755,,,,
Well,Central,0117606,100/12-01-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 2,x,-,0,83755,x,83755,,,,
Well,Central,0118068,100/04-19-042-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,83755,x,83755,,,,
Well,Central,0120116,100/06-05-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,362019.98,83755,x,83755,,,,
Well,Central,0122969,100/08-05-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,0,83755,x,83755,,,,
Well,Central,0123315,100/14-32-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,798316.84,83755,x,83755,,,,
Well,Central,0124470,100/14-05-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,0,83755,x,83755,,,,
Well,Central,0194127,100/10-24-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,0,83755,x,83755,,,,
Well,Central,0233581,100/02-05-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,0,83755,x,83755,,,,
Well,Central,0383900,100/10-32-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,15006.88,83755,x,83755,,,,
Well,Central,0388221,100/04-04-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,3984709.89,83755,x,83755,,,,
Well,Central,0457058,100/12-18-042-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,1905118.86,83755,x,83755,,,,
Well,Central,0462761,100/13-26-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,2411224.89,83755,x,83755,,,,
Well,Central,0495861,102/06-25-042-26W4/00,Suspended Oil,Viking,AlphaBow,1,CHIGWELL VIKING UNIT NO. 1,x,-,0,59230,x,59230,,,,
Well,Central,0383864,100/02-08-044-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,1764839.92,59230,x,59230,,,,
Well,Central,0424859,100/10-33-043-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,NELSON VIKING A UNIT,x,-,11308045.69,59230,x,59230,,,,
Well,Central,0430870,100/07-26-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,0,59230,x,59230,,,,
Well,Central,0435663,100/02-24-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 1,x,-,0,59230,x,59230,,,,
Well,Central,0078411,100/01-08-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.55,-,x,-,0,97881,x,97881,,,,
Well,Central,0078969,102/07-08-041-25W4/03,Suspended Oil,Mannville,AlphaBow,0.55,-,x,-,0,97881,x,97881,,,,
Well,Central,0065047,100/08-05-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.54267575,-,x,-,0,97881,x,97881,,,,
Well,Central,0064088,100/04-27-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5421875,-,x,-,0,97881,x,97881,,,,
Well,Central,0073018,100/07-02-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,97881,x,97881,,,,
Well,Central,0061190,100/15-22-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5150781,-,x,-,0,97881,x,97881,,,,
Well,Central,0060947,100/05-22-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,x,-,0,51703,x,51703,,,,
Well,Central,0102020,100/08-13-042-26W4/00,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,x,-,0,51703,x,51703,,,,
Well,Central,0072709,100/14-32-040-25W4/00,Suspended Oil,Mannville,AlphaBow,0.525,-,x,-,0,93100,x,93100,,,,
Well,Central,0071460,100/10-32-040-25W4/00,Suspended Oil,"Glauconitic,Ellerslie",AlphaBow,0.503125,-,x,-,0,93100,x,93100,,,,
Well,Central,0022952,100/02-30-036-21W4/00,Suspended Oil,Nisku,AlphaBow,1,-,x,-,0,46812,x,46812,,,,
Well,Central,0060838,100/07-27-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.55,-,x,-,0,83755,x,83755,,,,
Well,Central,0064989,100/11-03-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.55,-,x,-,0,83755,x,83755,,,,
Well,Central,0091967,100/14-05-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.55,-,x,-,0,83755,x,83755,,,,
Well,Central,0061834,100/06-05-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.54267575,-,x,-,0,83755,x,83755,,,,
Well,Central,0061809,100/12-10-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5421875,-,x,-,0,83755,x,83755,,,,
Well,Central,0098087,100/08-06-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.53724357,-,x,-,0,83755,x,83755,,,,
Well,Central,0069106,100/16-21-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.4007812,-,x,-,0,112008,x,112008,,,,
Well,Central,0063694,100/11-25-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.534375,-,x,-,0,83755,x,83755,,,,
Well,Central,0065575,100/01-09-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.534375,-,x,-,0,83755,x,83755,,,,
Well,Central,0243684,100/06-15-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.534375,-,x,-,0,83755,x,83755,,,,
Well,Central,0060090,100/16-23-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.5290625,-,x,-,0,83755,x,83755,,,,
Well,Central,0064317,100/14-23-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5290625,-,x,-,0,83755,x,83755,,,,
Well,Central,0069095,100/01-12-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,83755,x,83755,,,,
Well,Central,0062113,100/10-26-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5171875,-,x,-,0,83755,x,83755,,,,
Well,Central,0065001,100/08-16-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5150781,-,x,-,0,83755,x,83755,,,,
Well,Central,0065708,100/01-11-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.513,-,x,-,0,83755,x,83755,,,,
Well,Central,0069216,100/09-03-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5095117,-,x,-,0,83755,x,83755,,,,
Well,Central,0075357,100/09-05-041-25W4/00,Suspended Oil,Mannville,AlphaBow,0.43119999999999997,-,x,-,0,97881,x,97881,,,,
Well,Central,0068808,100/04-25-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5,-,x,-,0,83755,x,83755,,,,
Well,Central,0072243,100/06-36-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5,-,x,-,0,83755,x,83755,,,,
Well,Central,0100515,100/06-30-041-24W4/00,Suspended Oil,Glauconitic,AlphaBow,0.5,-,x,-,0,83755,x,83755,,,,
Well,Central,0101853,100/14-19-041-24W4/00,Suspended Oil,Mannville,AlphaBow,0.5,-,x,-,0,83755,x,83755,,,,
Well,Central,0064649,100/06-11-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,0,83755,x,83755,,,,
Well,Central,0065079,100/10-04-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,0,83755,x,83755,,,,
Well,Central,0067354,100/04-04-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,0,83755,x,83755,,,,
Well,Central,0067365,100/02-04-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,6028.22,83755,x,83755,,,,
Well,Central,0103296,100/06-08-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.4389,-,x,-,0,83755,x,83755,,,,
Well,Central,0061408,100/06-26-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.38942309999999997,-,x,-,0,83755,x,83755,,,,
Well,Central,0073778,100/11-02-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,51703,x,51703,,,,
Well,Central,0075700,100/10-02-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,51703,x,51703,,,,
Well,Central,0075708,100/06-02-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,51703,x,51703,,,,
Well,Central,0069094,100/04-12-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.525,-,x,-,0,46812,x,46812,,,,
Well,Central,0062022,100/11-11-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,0,51703,x,51703,,,,
Well,Central,0024067,100/10-03-041-25W4/00,Suspended Oil,Viking,AlphaBow,0.5,-,x,-,0,46812,x,46812,,,,
Well,Central,0064397,100/10-14-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.46895180000000003,-,x,-,0,46812,x,46812,,,,
Well,Central,0244043,100/07-26-041-25W4/00,Suspended Oil,Glauconitic,AlphaBow,0.38942309999999997,-,x,-,0,46812,x,46812,,,,
Well,Central,0313145,100/15-32-033-18W4/02,Suspended Oil,Ellerslie,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0072409,100/16-22-038-24W4/00,Suspended Oil,Nisku,Enhance,TBD,-,-,x,0,0,x,0,,,,
Well,Central,0311423,100/13-20-037-21W4/02,Suspended Oil,Wabamun,Surge,TBD,-,-,-,0,0,x,0,,,,
Well,Central,0095524,100/11-06-044-25W4/03,Suspended Oil,Belly River,CNRL,0.018000000000000002,-,-,-,0,0,x,0,,,,
Well,Central,0230801,100/10-06-044-25W4/00,Suspended Oil,Belly River,CNRL,0.018000000000000002,-,-,x,0,0,x,0,,,,
Well,Central,0239092,100/12-06-044-25W4/00,Suspended Oil,Belly River,CNRL,0.018000000000000002,-,-,x,0,0,x,0,,,,
Well,Central,0239100,100/09-06-044-25W4/00,Suspended Oil,Belly River,CNRL,0.018000000000000002,-,-,x,0,0,x,0,,,,
Well,Central,0091660,100/12-13-036-28W4/02,Suspended Oil,Viking,Canadian O&G,0.045732,-,-,-,0,0,x,0,,,,
Well,Central,0078563,100/08-05-037-24W4/00,Suspended Oil,Glauconitic,Lynx,0.25,-,-,x,0,0,x,0,,,,
Well,Central,0062022,100/11-11-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.46895180000000003,-,-,-,0,0,x,0,,,,
Well,Central,0063735,100/06-14-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.46895180000000003,-,-,-,0,0,x,0,,,,
Well,Central,0098131,102/16-24-041-25W4/02,Suspended Oil,Mannville,AlphaBow,0.5,-,-,-,0,0,x,0,,,,
Well,Central,0072384,100/06-10-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.507,-,-,-,0,0,x,0,,,,
Well,Central,0064728,100/11-12-041-25W4/02,Suspended Oil,Glauconitic,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0073018,100/07-02-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0073778,100/11-02-041-25W4/03,Suspended Oil,Viking,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0075700,100/10-02-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0075708,100/06-02-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.525,-,-,-,0,0,x,0,,,,
Well,Central,0243659,102/11-15-041-25W4/02,Suspended Oil,Glauconitic,AlphaBow,0.534375,-,-,-,0,0,x,0,,,,
Well,Central,0059793,100/10-10-041-25W4/02,Suspended Oil,Mannville,AlphaBow,0.5421875,-,-,-,0,0,x,0,,,,
Well,Central,0061194,100/07-21-041-25W4/03,Suspended Oil,Mannville,AlphaBow,0.5421875,-,-,-,0,0,x,0,,,,
Well,Central,0130116,100/06-17-043-27W4/00,Suspended Oil,Belly River,Forden,0.82,-,-,x,0,0,x,0,,,,
Well,Central,0060947,100/05-22-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,-,-,0,0,x,0,,,,
Well,Central,0061190,100/15-22-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,-,-,0,0,x,0,,,,
Well,Central,0064088,100/04-27-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,-,-,0,0,x,0,,,,
Well,Central,0069106,100/16-21-041-25W4/02,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING B UNIT,-,-,0,0,x,0,,,,
Well,Central,0081633,100/14-18-042-25W4/02,Suspended Oil,Viking,AlphaBow,0.95,CHIGWELL VIKING UNIT NO. 3,-,-,0,0,x,0,,,,
Well,Central,0167046,100/16-34-036-25W4/02,Suspended Oil,Viking,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0233295,100/10-05-044-26W4/02,Suspended Water Src,-,AlphaBow,1,-,-,-,0,0,x,0,,,,
Well,Central,0234546,100/12-33-043-26W4/02,Suspended Water Src,-,AlphaBow,0.95,-,-,-,0,0,x,0,,,,
Well,East,0231705,102/02-27-034-10W4/03,Abandoned,-,AlphaBow,1,-,x,-,0,29300,x,29300,,,,
Well,East,0275953,102/09-25-026-17W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,25250,x,25250,,,,
Well,East,0244603,100/04-25-025-16W4/00,Abandoned,-,AlphaBow,0.75,-,x,-,0,25250,x,25250,,,,
Well,East,0022433,100/07-14-029-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0052765,100/11-26-028-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0054571,100/10-09-033-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0089735,100/16-01-034-12W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0146026,100/10-27-033-12W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0146031,100/14-34-032-12W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0146947,100/16-15-027-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0155920,100/04-34-032-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0169242,100/01-35-026-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0177222,100/02-13-034-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0180236,100/14-29-034-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0187923,100/07-03-026-15W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0187982,100/03-12-034-12W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0198975,100/10-29-027-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0202878,100/06-35-026-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0214693,100/14-34-029-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0224041,100/11-13-031-14W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0226605,100/10-06-034-11W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
Well,East,0228778,100/12-15-031-14W4/00,Abandoned,-,AlphaBow,1,-,x,-,0,16500,x,16500,,,,
